1121	0.288444043
1120	0.287645659
1119	0.286836455
1118	0.285924847
1117	0.285062087
1116	0.284218291
1115	0.283405692
1114	0.282691607
1113	0.281881822
1112	0.280995026
1111	0.280238382
1110	0.279236396
1109	0.278616811
1108	0.278023576
1107	0.277032301
1106	0.275908708
1105	0.275200568
1104	0.274348555
1103	0.273278052
101	-0.271701008
1102	0.271360803
100	-0.270661054
99	-0.269505265
1101	0.269498625
98	-0.268257244
1100	0.267395761
97	-0.266698946
1478	-0.265204885
96	-0.265009726
1477	-0.264972818
1099	0.264950838
1476	-0.264670919
1475	-0.264313864
1474	-0.263384418
95	-0.263370389
1098	0.262638209
1473	-0.262313203
94	-0.261433197
1472	-0.261311068
1097	0.260024523
1471	-0.260013479
93	-0.259331956
1470	-0.258311209
92	-0.257143692
1096	0.257060975
1469	-0.256377498
91	-0.254747553
1468	-0.254274521
1095	0.253726793
90	-0.252291603
1467	-0.251959833
1094	0.249662759
89	-0.249381318
1466	-0.248892359
88	-0.246402179
1465	-0.245790751
1093	0.244628066
87	-0.243169652
1464	-0.242222627
1092	0.240429155
86	-0.239673914
1463	-0.2384065
85	-0.236197061
1091	0.235682017
1462	-0.234629749
84	-0.232607025
1461	-0.23073779
1090	0.230326817
83	-0.2289046
1460	-0.226797855
1988	-0.225578633
82	-0.225358034
1987	-0.225099272
611	-0.225006464
1986	-0.224771439
1089	0.224760763
610	-0.224685835
609	-0.224447781
1985	-0.224288381
608	-0.224053968
1984	-0.223791796
607	-0.223664287
1983	-0.22334255
606	-0.22327273
1459	-0.2229917
1982	-0.222930171
605	-0.222852612
604	-0.222157204
1981	-0.222101917
1980	-0.221631387
603	-0.22156146
81	-0.221389015
1979	-0.220866784
602	-0.22077226
1978	-0.219650595
1088	0.219598778
601	-0.21953225
1458	-0.218805319
1977	-0.218276253
600	-0.218087908
80	-0.217417432
1976	-0.216939301
599	-0.216891766
1975	-0.215296164
598	-0.215246248
1457	-0.214747625
1087	0.213877627
597	-0.213663592
79	-0.21362898
1974	-0.213617179
596	-0.211252296
1973	-0.210938917
1456	-0.210894486
595	-0.209833053
78	-0.209813797
1972	-0.209583283
203	0.208198811
594	-0.207926609
1086	0.207883256
1971	-0.207382087
202	0.207167592
1455	-0.20675982
201	0.206114279
593	-0.206002917
77	-0.205591879
200	0.205183646
815	-0.205163844
1970	-0.205106024
1580	0.20456519
814	-0.204155478
199	0.204003382
592	-0.203657068
1579	0.203555196
813	-0.203104872
1085	0.203048489
198	0.202821643
1578	0.202570184
1454	-0.202531394
1969	-0.202434204
76	-0.201979174
812	-0.201968695
1577	0.201727803
197	0.201589285
591	-0.200930881
811	-0.200626033
1576	0.200500744
196	0.200419717
2192	-0.199985954
810	-0.199461855
1968	-0.199446049
1575	0.199337824
195	0.199009976
2191	-0.198935613
1453	-0.198927947
590	-0.198398569
75	-0.198309322
809	-0.198308953
1574	0.198054875
2190	-0.197757715
194	0.19756514
808	-0.197143123
1573	0.196834575
1967	-0.196633976
2189	-0.196592451
1084	0.196123733
193	0.195981921
807	-0.195885314
589	-0.195434743
1572	0.195362614
